Name,City,Country,Region,Term,GPA,Advisor,College,Credits,Costs,SAPA,About
UF in Saint Vincent and the Grenadines,Kingstown,Saint Vincent and the Grenadines,North America,Summer C,2.1,Lisa Dias,Health,4,11273,No,Applied Pysiology and Kinesiology
UF in Samoa,Apia,Samoa,Australia/Pacific Islands,Summer B,2.4,Emma Stetter,Health,13,12728,No,Health Education
UF in San Marino,San Marino,San Marino,Europe,Summer A,2.3,Cristy Dodson,Health,2,5855,No,Sport Management 
UF in São Tomé and Príncipe,Sao Tome,São Tomé and Príncipe,Africa,Summer B,2,Cristy Dodson,Health,13,11424,No,"Tourism, Hospitality and Event Management"
UF in Saudi Arabia,Riyadh,Saudi Arabia,Asia,Spring,3.1,Maria Salay,Health,6,14253,No,Applied Pysiology and Kinesiology
UF in Senegal,Dakar,Senegal,Africa,Summer B,4,Cristy Dodson,Health,14,13531,No,Health Education
UF in Serbia,Belgrade,Serbia,Europe,Summer B,1.2,Cristy Dodson,Health,1,6770,No,Sport Management 
UF in Seychelles,Victoria,Seychelles,Africa,Summer C,1.5,Cristy Dodson,Health,3,12813,No,"Tourism, Hospitality and Event Management"
UF in Sierra Leone,Freetown,Sierra Leone,Africa,Fall,2.3,Cristy Dodson,Health,1,6381,No,Applied Pysiology and Kinesiology
UF in Singapore,Singapore,Singapore,Asia,Summer B,3.6,Maria Salay,Health,9,14490,No,Health Education
UF in Slovakia,Bratislava,Slovakia,Europe,Fall,3.4,Cristy Dodson,Health,15,6523,No,Sport Management 
UF in Slovenia,Ljubljana,Slovenia,Europe,Summer A,3.9,Cristy Dodson,Health,13,5153,No,"Tourism, Hospitality and Event Management"
UF in Solomon Islands,Honiara,Solomon Islands,Australia/Pacific Islands,Summer B,3.1,Emma Stetter,Health,1,12819,No,Applied Pysiology and Kinesiology
UF in Somalia,Mogadishu,Somalia,Africa,Summer A,4,Cristy Dodson,Health,10,12832,No,Health Education
UF in South Africa,Cape Town,South Africa,Africa,Fall,1.1,Cristy Dodson,Health,5,14809,No,Sport Management 
UF in South Sudan,Juba,South Sudan,Africa,Spring,2,Cristy Dodson,Health,5,6452,No,"Tourism, Hospitality and Event Management"
UF in Spain,Madrid,Spain,Europe,Fall,1.2,Lisa Dias,Health,4,8392,No,Applied Pysiology and Kinesiology
UF in Sri Lanka,Sri Jayawardenapura,Sri Lanka,Asia,Summer C,3.6,Maria Salay,Health,1,12659,No,Health Education
UF in Sudan,Khartoum,Sudan,Africa,Spring,3.8,Cristy Dodson,Health,14,6072,No,Sport Management 
UF in Suriname,Paramaribo,Suriname,South America,Summer B,1.8,Lisa Dias,Health,4,14476,No,"Tourism, Hospitality and Event Management"
UF in Sweden,Stockholm,Sweden,Europe,Fall,2,Emma Frierson,Health,15,11813,No,Applied Pysiology and Kinesiology
UF in Switzerland,Bern,Switzerland,Europe,Summer A,1.1,Morgan Williams-Franklin,Health,14,13046,No,Health Education
UF in Syria,Damascus,Syria,Asia,Fall,2,Maria Salay,Health,3,8183,No,Sport Management 
UF in Tajikistan,Dushanbe,Tajikistan,Asia,Summer B,1.7,Maria Salay,Health,15,12475,No,"Tourism, Hospitality and Event Management"
UF in Tanzania,Dodoma,Tanzania,Africa,Summer A,3.3,Cristy Dodson,Health,11,7441,No,Applied Pysiology and Kinesiology
UF in Thailand,Bangkok,Thailand,Asia,Summer B,1.6,Maria Salay,Health,10,7676,No,Health Education
UF in Timor-Leste,Dili,Timor-Leste,Asia,Summer B,1.1,Maria Salay,Health,4,7501,No,Sport Management 
UF in Togo,Lome,Togo,Africa,Spring,2,Cristy Dodson,Health,15,10508,No,"Tourism, Hospitality and Event Management"
UF in Tonga,Muku'alofa,Tonga,Australia/Pacific Islands,Summer C,3.3,Emma Stetter,Health,3,4399,No,Applied Pysiology and Kinesiology
UF in Trinidad and Tobago,Port of Spain,Trinidad and Tobago,North America,Fall,1.1,Cristy Dodson,Health,6,8711,No,Health Education
UF in Tunisia,Tunis,Tunisia,Africa,Fall,2.9,Cristy Dodson,Health,3,5324,No,Sport Management 
UF in Turkey,Ankara,Turkey,Asia,Spring,2.2,Maria Salay,Health,14,6400,No,"Tourism, Hospitality and Event Management"
UF in Turkmenistan,Ashgabat,Turkmenistan,Asia,Summer B,2.8,Maria Salay,Health,7,11162,No,Applied Pysiology and Kinesiology
UF in Tuvalu,Funafuti,Tuvalu,Australia/Pacific Islands,Spring,3,Emma Stetter,Health,10,5880,No,Health Education
UF in Uganda,Kampala,Uganda,Africa,Summer B,1.7,Cristy Dodson,Health,15,7993,No,Sport Management 
UF in Ukraine,Kyiv,Ukraine,Europe,Summer C,1.6,Cristy Dodson,Health,11,9160,No,"Tourism, Hospitality and Event Management"
UF in United Arab Emirates,Abu Dhabi,United Arab Emirates,Asia,Summer A,3.7,Maria Salay,Health,11,13531,No,Applied Pysiology and Kinesiology
UF in United Kingdom,London,United Kingdom,Europe,Fall,2.2,Emma Frierson,Health,13,9127,No,Health Education
UF in Uruguay,Montevideo,Uruguay,South America,Fall,3.6,Lisa Dias,Health,5,14782,No,Sport Management 
UF in Uzbekistan,Taskkent,Uzbekistan,Asia,Summer A,2.4,Maria Salay,Health,15,13005,No,"Tourism, Hospitality and Event Management"
UF in Vanuatu,Port Vila,Vanuatu,Australia/Pacific Islands,Summer C,1.9,Emma Stetter,Health,1,13832,No,Applied Pysiology and Kinesiology
UF in Venezuela,Caracas,Venezuela,South America,Summer A,3.7,Lisa Dias,Health,5,9136,No,Health Education
UF in Vietnam,Hanoi,Vietnam,Asia,Summer A,2.7,Maria Salay,Health,11,7983,No,Sport Management 
UF in Yemen,Sana'a,Yemen,Asia,Summer B,3.3,Maria Salay,Health,8,6989,No,"Tourism, Hospitality and Event Management"
UF in Zambia,Lusaka,Zambia,Africa,Spring,3.9,Maria Salay,Health,11,4549,No,Applied Pysiology and Kinesiology
UF in Zimbabwe,Harare,Zimbabwe,Africa,Summer C,2.4,Cristy Dodson,Health,12,4448,No,Health Education
UF in Afghanistan,Kabul,Afghanistan,Asia,Summer C,3.5,Maria Salay,Journalism,9,9030,No,Advertising
UF in Albania,Tirana,Albania,Europe,Fall,1.8,Cristy Dodson,Journalism,1,13091,No,Journalism
UF in Algeria,Algiers,Algeria,Africa,Fall,4,Cristy Dodson,Journalism,1,4688,No,"Media Production, Management, and Technology"
UF in Andorra,Andorra la Vella,Andorra,Europe,Fall,2.7,Cristy Dodson,Journalism,2,12662,No,Public Relations
UF in Angola,Luanda,Angola,Africa,Summer C,1.6,Cristy Dodson,Journalism,11,13237,No,Advertising
UF in Antigua and Barbuda,Saint John's,Antigua and Barbuda,North America,Summer A,2.2,Lisa Dias,Journalism,5,5225,No,Journalism
UF in Argentina,Buenos Aires,Argentina,South America,Summer C,3.7,Lisa Dias,Journalism,11,5191,No,"Media Production, Management, and Technology"
UF in Armenia,Yerevan,Armenia,Asia,Summer C,1.7,Maria Salay,Journalism,5,8226,No,Public Relations
UF in Australia,Canberra,Australia,Australia/Pacific Islands,Spring,3.2,Emma Stetter,Journalism,12,8291,No,Advertising
UF in Austria,Vienna,Austria,Europe,Summer B,1.6,Morgan Williams-Franklin,Journalism,13,14456,No,Journalism
UF in Azerbaijan,Baku,Azerbaijan,Asia,Fall,3.3,Maria Salay,Journalism,3,8817,No,"Media Production, Management, and Technology"
UF in Bahamas,Nassau,Bahamas,North America,Spring,2.2,Lisa Dias,Journalism,3,13102,No,Public Relations
UF in Bahrain,Manama,Bahrain,Asia,Fall,3.3,Maria Salay,Journalism,7,6557,No,Advertising
UF in Bangladesh,Dhaka,Bangladesh,Asia,Spring,1.1,Maria Salay,Journalism,10,13666,No,Journalism
UF in Barbados,Bridgetown,Barbados,North America,Summer C,2.4,Lisa Dias,Journalism,11,14033,No,"Media Production, Management, and Technology"
UF in Belarus,Minsk,Belarus,Europe,Summer A,2.7,Cristy Dodson,Journalism,6,8775,No,Public Relations
UF in Belgium,Brussels,Belgium,Europe,Fall,3.7,Cristy Dodson,Journalism,6,14589,No,Advertising
UF in Belize,Belmopan,Belize,North America,Summer C,3.8,Lisa Dias,Journalism,4,11803,No,Journalism
UF in Benin,Porto Novo,Benin,Africa,Summer B,1,Cristy Dodson,Journalism,13,11839,No,"Media Production, Management, and Technology"
UF in Bolivia,La Paz,Bolivia,South America,Summer B,2.6,Lisa Dias,Journalism,4,4522,No,Public Relations
UF in Bosnia and Herzegovina,Sarajevo,Bosnia and Herzegovina,Europe,Summer C,3.7,Cristy Dodson,Journalism,4,11090,No,Advertising
UF in Botswana,Gaborone,Botswana,Africa,Spring,2.1,Cristy Dodson,Journalism,10,4627,No,Journalism
UF in Brazil,Brasilia,Brazil,South America,Fall,3.4,Lisa Dias,Journalism,5,3925,No,"Media Production, Management, and Technology"
UF in Brunei,Bandar Seri Begawan,Brunei,Asia,Summer B,3.4,Maria Salay,Journalism,2,8304,No,Public Relations
UF in Bulgaria,Sofia,Bulgaria,Europe,Spring,2.1,Cristy Dodson,Journalism,6,5276,No,Advertising
UF in Burkina Faso,Ouagadougou,Burkina Faso,Africa,Summer C,1.7,Cristy Dodson,Journalism,14,6534,No,Journalism
UF in Burma,Nay Pyi Taw,Burma,Asia,Summer C,1.3,Maria Salay,Journalism,7,4908,No,"Media Production, Management, and Technology"
UF in Burundi,Gitega,Burundi,Africa,Summer C,2.4,Cristy Dodson,Journalism,3,5815,No,Public Relations
UF in Cabo Verde,Praia,Cabo Verde,Africa,Summer B,3.1,Cristy Dodson,Journalism,4,13792,No,Advertising
UF in Cambodia,Phnom Penh,Cambodia,Asia,Summer C,2.1,Maria Salay,Journalism,10,14320,No,Journalism
UF in Cameroon,Yaounde,Cameroon,Africa,Summer B,1,Cristy Dodson,Journalism,4,9749,No,"Media Production, Management, and Technology"
UF in Canada,Ottawa,Canada,North America,Summer A,3.5,Emma Stetter,Journalism,3,6715,No,Public Relations
UF in Cayman Islands,George Town,Cayman Islands,North America,Summer C,3.8,Lisa Dias,Journalism,12,10838,No,Advertising
UF in Central African Republic,Bangui,Central African Republic,Africa,Summer A,3.7,Cristy Dodson,Journalism,14,4437,No,Journalism
UF in Chad,N'Djamena,Chad,Africa,Summer B,2.1,Cristy Dodson,Journalism,2,4065,No,"Media Production, Management, and Technology"
UF in Chile,Santiago,Chile,South America,Spring,1.4,Lisa Dias,Journalism,3,3120,No,Public Relations
UF in China,Beijing,China,Asia,Summer A,2.8,Maria Salay,Journalism,11,7335,No,Advertising
UF in Colombia,Bogota,Colombia,South America,Spring,2.8,Lisa Dias,Journalism,7,3251,No,Journalism
UF in Comoros,Moroni,Comoros,Africa,Spring,1.7,Cristy Dodson,Journalism,6,10181,No,"Media Production, Management, and Technology"
UF in Cook Islands,Avarua,Cook Islands,Australia/Pacific Islands,Spring,1.6,Emma Stetter,Journalism,13,10135,No,Public Relations
UF in Costa Rica,San Jose,Costa Rica,North America,Fall,2.2,Lisa Dias,Journalism,10,9630,No,Advertising
UF in Côte d’Ivoire,Yamoussoukro,Côte d’Ivoire,Africa,Summer C,3.8,Cristy Dodson,Journalism,8,5841,No,Journalism
UF in Croatia,Zagreb,Croatia,Europe,Fall,3.2,Cristy Dodson,Journalism,5,13981,No,"Media Production, Management, and Technology"
UF in Cuba,Havana,Cuba,North America,Summer B,3.1,Lisa Dias,Journalism,7,11524,No,Public Relations
UF in Cyprus,Nicosia,Cyprus,Asia,Summer B,2.1,Maria Salay,Journalism,5,7953,No,Advertising
UF in Czechia,Prague,Czechia,Europe,Summer C,2.6,Cristy Dodson,Journalism,5,10732,No,Journalism
UF in Democratic Republic of the Congo,Kinshasa,Democratic Republic of the Congo,Africa,Summer C,3.7,Cristy Dodson,Journalism,12,11190,No,"Media Production, Management, and Technology"
UF in Denmark,Copenhagen,Denmark,Europe,Summer A,1.4,Emma Frierson,Journalism,1,6283,No,Public Relations
UF in Djibouti,Djibouti,Djibouti,Africa,Summer B,3.5,Cristy Dodson,Journalism,11,5981,No,Advertising
UF in Dominica,Roseau,Dominica,North America,Summer C,2.8,Lisa Dias,Journalism,2,14625,No,Journalism
UF in Dominican Republic,Santo Domingo,Dominican Republic,North America,Summer C,2.3,Lisa Dias,Journalism,1,5182,No,"Media Production, Management, and Technology"
UF in Ecuador,Quito,Ecuador,South America,Summer A,3.3,Lisa Dias,Journalism,8,5383,No,Public Relations
UF in Egypt,Cairo,Egypt,Africa,Spring,3.1,Cristy Dodson,Journalism,15,4468,No,Advertising
UF in El Salvador,San Salvador,El Salvador,North America,Summer A,3.2,Lisa Dias,Journalism,5,5117,No,Journalism
UF in Equatorial Guinea,Malabo,Equatorial Guinea,Africa,Summer A,2.9,Cristy Dodson,Journalism,11,6367,No,"Media Production, Management, and Technology"
UF in Eritrea,Asmara,Eritrea,Africa,Fall,3.7,Cristy Dodson,Journalism,9,12948,No,Public Relations
UF in Estonia,Tallinn,Estonia,Europe,Summer C,2.2,Cristy Dodson,Journalism,15,3034,No,Advertising
UF in Eswatini,Mbabane,Eswatini,Africa,Spring,3,Cristy Dodson,Journalism,13,13034,No,Journalism
UF in Ethiopia,Addis Ababa,Ethiopia,Africa,Fall,2,Cristy Dodson,Journalism,3,11959,No,"Media Production, Management, and Technology"
UF in Fiji,Suva,Fiji,Australia/Pacific Islands,Summer B,2.6,Emma Stetter,Journalism,7,4160,No,Public Relations
UF in Finland,Helsinki,Finland,Europe,Summer B,3.4,Cristy Dodson,Journalism,9,13183,No,Advertising
UF in France,Paris,France,Europe,Summer A,1.9,Cristy Dodson,Journalism,8,12796,No,Journalism
UF in Gabon,Libreville,Gabon,Africa,Summer B,1.2,Cristy Dodson,Journalism,4,5206,No,"Media Production, Management, and Technology"
UF in Gambia,Banjul,Gambia,Africa,Spring,1.9,Cristy Dodson,Journalism,4,4452,No,Public Relations
UF in Georgia,Tbilisi,Georgia,Asia,Summer C,2.3,Maria Salay,Journalism,5,4651,No,Advertising
UF in Germany,Berlin,Germany,Europe,Spring,2.1,Morgan Williams-Franklin,Journalism,4,9339,No,Journalism
UF in Ghana,Accra,Ghana,Africa,Fall,1.6,Cristy Dodson,Journalism,4,8930,No,"Media Production, Management, and Technology"
UF in Greece,Athens,Greece,Europe,Summer B,2.5,Jill Ranaivoson,Journalism,7,7353,No,Public Relations
UF in Grenada,Saint George's,Grenada,North America,Summer A,1.3,Lisa Dias,Journalism,8,5003,No,Advertising
UF in Guatemala,Gautemala City,Guatemala,North America,Spring,1.7,Lisa Dias,Journalism,4,3209,No,Journalism
UF in Guinea,Conakry,Guinea,Africa,Spring,1.5,Cristy Dodson,Journalism,2,7754,No,"Media Production, Management, and Technology"
UF in Guinea-Bissau,Bissau,Guinea-Bissau,Africa,Fall,3.1,Cristy Dodson,Journalism,6,9386,No,Public Relations
UF in Guyana,Georgetown,Guyana,South America,Spring,3.3,Lisa Dias,Journalism,8,5303,No,Advertising
UF in Haiti,Port au Prince,Haiti,North America,Fall,3.2,Lisa Dias,Journalism,2,8473,No,Journalism
UF in Honduras,Tegucigalpa,Honduras,North America,Summer B,3.7,Lisa Dias,Journalism,7,6840,No,"Media Production, Management, and Technology"
UF in Hungary,Budapest,Hungary,Europe,Fall,1.2,Cristy Dodson,Journalism,7,11877,No,Public Relations
UF in Iceland,Reykjavik,Iceland,Europe,Summer C,3,Cristy Dodson,Journalism,15,10917,No,Advertising
UF in India,New Delhi,India,Asia,Summer C,2.3,Maria Salay,Journalism,11,5908,No,Journalism
UF in Indonesia,Jakarta,Indonesia,Asia,Fall,1.1,Maria Salay,Journalism,2,9695,No,"Media Production, Management, and Technology"
UF in Iran,Tehran,Iran,Asia,Fall,3.6,Maria Salay,Journalism,14,6438,No,Public Relations
UF in Iraq,Baghdad,Iraq,Asia,Fall,1.2,Maria Salay,Journalism,14,9347,No,Advertising
UF in Ireland,Dublin,Ireland,Europe,Summer C,2.1,Emma Stetter,Journalism,3,13629,No,Journalism
UF in Israel,Jerusalem,Israel,Asia,Fall,1.8,Maria Salay,Journalism,8,11633,No,"Media Production, Management, and Technology"
UF in Italy,Rome,Italy,Europe,Summer B,2.7,Morgan Williams-Franklin,Journalism,3,6443,No,Public Relations
UF in Jamaica,Kingston,Jamaica,North America,Summer A,1.7,Lisa Dias,Journalism,8,12820,No,Advertising
UF in Japan,Tokyo,Japan,Asia,Summer B,2.2,Maria Salay,Journalism,15,12217,No,Journalism
UF in Jordan,Amman,Jordan,Asia,Spring,2.6,Maria Salay,Journalism,8,12780,No,"Media Production, Management, and Technology"
UF in Kazakhstan,Astana,Kazakhstan,Asia,Fall,1.6,Maria Salay,Journalism,9,7986,No,Public Relations
UF in Kenya,Nairobi,Kenya,Africa,Fall,3.3,Cristy Dodson,Journalism,3,10654,No,Advertising
UF in Korea,Pyongyang,Korea,Asia,Summer A,2.2,Cristy Dodson,Journalism,15,7205,No,Journalism
UF in Kosovo,Pristina,Kosovo,Europe,Spring,3.9,Cristy Dodson,Journalism,6,3006,No,"Media Production, Management, and Technology"
UF in Kuwait,Kuwait City,Kuwait,Asia,Summer A,2.7,Maria Salay,Journalism,6,9971,No,Public Relations
UF in Kyrgyzstan,Bishkek,Kyrgyzstan,Asia,Summer C,2.3,Maria Salay,Journalism,13,12624,No,Advertising
UF in Laos,Vientaine,Laos,Asia,Summer A,3.8,Maria Salay,Journalism,3,14844,No,Journalism
UF in Latvia,Riga,Latvia,Europe,Summer B,3.4,Cristy Dodson,Journalism,11,12246,No,"Media Production, Management, and Technology"
UF in Lebanon,Beirut,Lebanon,Asia,Spring,3.3,Maria Salay,Journalism,5,12104,No,Public Relations
UF in Lesotho,Maseru,Lesotho,Africa,Summer B,1.6,Cristy Dodson,Journalism,1,6031,No,Advertising
UF in Liberia,Monrovia,Liberia,Africa,Fall,2.1,Cristy Dodson,Journalism,1,12105,No,Journalism
UF in Libya,Tripoli,Libya,Africa,Summer A,1.3,Cristy Dodson,Journalism,9,8434,No,"Media Production, Management, and Technology"
UF in Liechtenstein,Vaduz,Liechtenstein,Europe,Spring,3.8,Cristy Dodson,Journalism,14,5750,No,Public Relations
UF in Lithuania,Vilnius,Lithuania,Europe,Spring,1.1,Cristy Dodson,Journalism,15,12627,No,Advertising
UF in Luxembourg,Luxembourg,Luxembourg,Europe,Summer A,4,Cristy Dodson,Journalism,12,5100,No,Journalism
UF in Madagascar,Antananarivo,Madagascar,Africa,Summer A,2.8,Cristy Dodson,Journalism,7,6413,No,"Media Production, Management, and Technology"
UF in Malawi,Lilongwe,Malawi,Africa,Spring,1.8,Cristy Dodson,Journalism,5,12311,No,Public Relations
UF in Malaysia,Kuala Lumpur,Malaysia,Asia,Spring,2.5,Maria Salay,Journalism,7,12087,No,Advertising
UF in Maldives,Male,Maldives,Asia,Summer A,2.1,Maria Salay,Journalism,6,10183,No,Journalism
UF in Mali,Bamako,Mali,Africa,Fall,3.9,Cristy Dodson,Journalism,9,6292,No,"Media Production, Management, and Technology"
UF in Malta,Valletta,Malta,Europe,Summer A,1.3,Cristy Dodson,Journalism,3,3844,No,Public Relations
UF in Marshall Islands,Majuro,Marshall Islands,Australia/Pacific Islands,Spring,3.1,Emma Stetter,Journalism,15,13018,No,Advertising
UF in Mauritania,Nouakchott,Mauritania,Africa,Fall,3.3,Cristy Dodson,Journalism,12,5554,No,Journalism
UF in Mauritius,Port Louis,Mauritius,Africa,Summer C,2.8,Cristy Dodson,Journalism,9,9731,No,"Media Production, Management, and Technology"
UF in Mexico,Mexico City,Mexico,North America,Summer A,2,Lisa Dias,Journalism,8,5200,No,Public Relations
UF in Micronesia,Palikir,Micronesia,Australia/Pacific Islands,Summer C,3.9,Emma Stetter,Journalism,10,4893,No,Advertising
UF in Moldova,Chisinau,Moldova,Europe,Spring,3.1,Cristy Dodson,Journalism,5,6655,No,Journalism
UF in Monaco,Monaco,Monaco,Europe,Fall,3.4,Cristy Dodson,Journalism,15,7696,No,"Media Production, Management, and Technology"
UF in Mongolia,Ulaanbaatar,Mongolia,Asia,Fall,1.2,Maria Salay,Journalism,15,12967,No,Public Relations
UF in Montenegro,Podgorica,Montenegro,Europe,Summer C,2.9,Cristy Dodson,Journalism,5,9197,No,Advertising
UF in Morocco,Rabat,Morocco,Africa,Summer A,4,Cristy Dodson,Journalism,10,12596,No,Journalism
UF in Mozambique,Maputo,Mozambique,Africa,Spring,1.1,Cristy Dodson,Journalism,7,7413,No,"Media Production, Management, and Technology"
UF in Namibia,Windhoek,Namibia,Africa,Summer A,3.4,Cristy Dodson,Journalism,10,8406,No,Public Relations
UF in Nauru,N/A,Nauru,Australia/Pacific Islands,Summer B,1.9,Emma Stetter,Journalism,6,9566,No,Advertising
UF in Nepal,Kathmandu,Nepal,Asia,Fall,1.5,Maria Salay,Journalism,1,5894,No,Journalism
UF in Netherlands,Amsterdam,Netherlands,Europe,Fall,1.9,Cristy Dodson,Journalism,15,12747,No,"Media Production, Management, and Technology"
UF in New Zealand,Wellington,New Zealand,Australia/Pacific Islands,Fall,2.3,Emma Stetter,Journalism,10,6222,No,Public Relations
UF in Nicaragua,Managua,Nicaragua,North America,Summer B,3.4,Lisa Dias,Journalism,10,10852,No,Advertising
UF in Niger,Niamey,Niger,Africa,Summer A,2.8,Cristy Dodson,Journalism,5,5289,No,Journalism
UF in Nigeria,Abuja,Nigeria,Africa,Spring,2.7,Cristy Dodson,Journalism,2,9269,No,"Media Production, Management, and Technology"
UF in Niue,Alofi,Niue,Australia/Pacific Islands,Summer A,2.9,Emma Stetter,Journalism,5,5458,No,Public Relations
